Age,Age Group,city,customer_code,dob,Estimated Settlement Amount,Final Premium Amount,Sum of Settlement %
40,31-40,Indore,SUNXSS0,1985-05-11 00:00:00,$9677,6142,0.576
40,31-40,Indore,SUNXVP,1985-10-08 00:00:00,$32791,20813,0.576
40,31-40,Indore,SUNY1BG,1985-01-15 00:00:00,$134989,85680,0.576
40,31-40,Indore,SUNY7Q7,1985-05-23 00:00:00,$14020,8899,0.576
40,31-40,Indore,SUNYLL,1985-08-07 00:00:00,$38412,24381,0.576
40,31-40,Indore,SUNZ31,1985-02-12 00:00:00,$22949,14566,0.576
40,31-40,Indore,SUNZPI,1985-11-19 00:00:00,$14517,9214,0.576
40,31-40,Indore,SUNZSF,1985-01-27 00:00:00,$34256,21743,0.576
40,31-40,Indore,SUNZYW,1985-05-25 00:00:00,$140279,89038,0.576
40,31-40,Mumbai,SUN04WC,1985-06-11 00:00:00,$135230,85833,0.576
40,31-40,Mumbai,SUN08,1985-01-02 00:00:00,$23757,15079,0.576
40,31-40,Mumbai,SUN0GQ,1985-07-05 00:00:00,$40079,25439,0.576
40,31-40,Mumbai,SUN0MT,1985-05-01 00:00:00,$23757,15079,0.576
40,31-40,Mumbai,SUN0NP,1985-01-31 00:00:00,$14726,9347,0.576
40,31-40,Mumbai,SUN0OOW,1985-07-11 00:00:00,$21599,13709,0.576
40,31-40,Mumbai,SUN0U2G,1985-10-07 00:00:00,$30862,19589,0.576
40,31-40,Mumbai,SUN0VQ,1985-07-02 00:00:00,$14584,9257,0.576
40,31-40,Mumbai,SUN0ZYE,1985-01-28 00:00:00,$62659,39771,0.576
40,31-40,Mumbai,SUN11PA,1985-07-23 00:00:00,$9087,5768,0.576
40,31-40,Mumbai,SUN19M,1985-09-18 00:00:00,$9562,6069,0.576
40,31-40,Mumbai,SUN1BU,1985-07-14 00:00:00,$22309,14160,0.576
40,31-40,Mumbai,SUN1EIR,1985-02-05 00:00:00,$9481,6018,0.576
40,31-40,Mumbai,SUN1K24,1985-08-19 00:00:00,$84368,53550,0.576
40,31-40,Mumbai,SUN1NA,1985-04-14 00:00:00,$40902,25961,0.576
40,31-40,Mumbai,SUN1X8,1985-06-15 00:00:00,$240201,152460,0.576
40,31-40,Mumbai,SUN20C5,1985-06-29 00:00:00,$31165,19781,0.576
40,31-40,Mumbai,SUN22V,1985-07-18 00:00:00,$42680,27090,0.576
40,31-40,Mumbai,SUN23CO,1985-04-28 00:00:00,$23822,15120,0.576
40,31-40,Mumbai,SUN271A,1985-02-20 00:00:00,$21985,13954,0.576
40,31-40,Mumbai,SUN273,1985-05-14 00:00:00,$29539,18749,0.576
40,31-40,Mumbai,SUN29ZN,1985-03-08 00:00:00,$59782,37945,0.576
40,31-40,Mumbai,SUN2O00,1985-07-28 00:00:00,$10257,6510,0.576
40,31-40,Mumbai,SUN2Q4,1985-07-07 00:00:00,$83665,53104,0.576
40,31-40,Mumbai,SUN2RUT,1985-12-25 00:00:00,$24219,15372,0.576
40,31-40,Mumbai,SUN2U82,1985-07-01 00:00:00,$30595,19419,0.576
40,31-40,Mumbai,SUN315D,1985-08-18 00:00:00,$152441,96757,0.576
40,31-40,Mumbai,SUN38N,1985-11-13 00:00:00,$224320,142380,0.576
40,31-40,Mumbai,SUN3YJ,1985-08-23 00:00:00,$216379,137340,0.576
40,31-40,Mumbai,SUN3ZZA,1985-08-16 00:00:00,$33010,20952,0.576
40,31-40,Mumbai,SUN40EJ,1985-03-28 00:00:00,$15260,9686,0.576
40,31-40,Mumbai,SUN41QE,1985-12-23 00:00:00,$9429,5985,0.576
40,31-40,Mumbai,SUN4BP,1985-05-22 00:00:00,$221767,140760,0.576
40,31-40,Mumbai,SUN4DDR,1985-10-03 00:00:00,$21213,13464,0.576
40,31-40,Mumbai,SUN4HA5,1985-12-13 00:00:00,$132578,84150,0.576
40,31-40,Mumbai,SUN4KR,1985-03-09 00:00:00,$13647,8662,0.576
40,31-40,Mumbai,SUN4RZ,1985-07-11 00:00:00,$13400,8505,0.576
40,31-40,Mumbai,SUN4S39,1985-06-13 00:00:00,$22432,14238,0.576
40,31-40,Mumbai,SUN4U2Y,1985-02-24 00:00:00,$38412,24381,0.576
40,31-40,Mumbai,SUN4WI,1985-08-30 00:00:00,$9264,5880,0.576
40,31-40,Mumbai,SUN4X9,1985-09-21 00:00:00,$9080,5763,0.576
40,31-40,Mumbai,SUN54AE,1985-06-25 00:00:00,$14020,8899,0.576
40,31-40,Mumbai,SUN5I5,1985-07-13 00:00:00,$221767,140760,0.576
40,31-40,Mumbai,SUN5LIZ,1985-05-30 00:00:00,$15092,9579,0.576
40,31-40,Mumbai,SUN5QWW,1985-06-20 00:00:00,$14020,8899,0.576
40,31-40,Mumbai,SUN61B,1985-08-09 00:00:00,$22949,14566,0.576
40,31-40,Mumbai,SUN61JE,1985-12-17 00:00:00,$31494,19990,0.576
40,31-40,Mumbai,SUN6KT,1985-12-28 00:00:00,$38768,24607,0.576
40,31-40,Mumbai,SUN73CG,1985-12-23 00:00:00,$31494,19990,0.576
40,31-40,Mumbai,SUN7FHP,1985-08-10 00:00:00,$41169,26131,0.576
40,31-40,Mumbai,SUN7HT,1985-06-29 00:00:00,$10044,6375,0.576
40,31-40,Mumbai,SUN7K4Z,1985-03-27 00:00:00,$82359,52275,0.576
40,31-40,Mumbai,SUN7X,1985-03-22 00:00:00,$42324,26864,0.576
40,31-40,Mumbai,SUN870,1985-01-05 00:00:00,$21420,13596,0.576
40,31-40,Mumbai,SUN89OZ,1985-12-05 00:00:00,$14180,9000,0.576
40,31-40,Mumbai,SUN8FD8,1985-11-26 00:00:00,$41614,26413,0.576
40,31-40,Mumbai,SUN8I2,1985-01-30 00:00:00,$83665,53104,0.576
40,31-40,Mumbai,SUN8K9K,1985-08-05 00:00:00,$146800,93177,0.576
40,31-40,Mumbai,SUN8KZP,1985-10-21 00:00:00,$57161,36281,0.576
40,31-40,Mumbai,SUN8SH,1985-05-24 00:00:00,$9677,6142,0.576
40,31-40,Mumbai,SUN8VXY,1985-07-29 00:00:00,$33152,21042,0.576
40,31-40,Mumbai,SUN8X,1985-04-04 00:00:00,$42324,26864,0.576
40,31-40,Mumbai,SUN8X10,1985-07-29 00:00:00,$74444,47251,0.576
40,31-40,Mumbai,SUN8Z5L,1985-10-09 00:00:00,$75811,48119,0.576
40,31-40,Mumbai,SUN926E,1985-02-01 00:00:00,$59782,37945,0.576
40,31-40,Mumbai,SUN95,1985-10-23 00:00:00,$10257,6510,0.576
40,31-40,Mumbai,SUN97UA,1985-06-19 00:00:00,$14342,9103,0.576
40,31-40,Mumbai,SUN9AUA,1985-07-27 00:00:00,$13771,8741,0.576
40,31-40,Mumbai,SUN9HWD,1985-02-01 00:00:00,$14770,9375,0.576
40,31-40,Mumbai,SUN9PL2,1985-12-24 00:00:00,$15509,9844,0.576
40,31-40,Mumbai,SUN9R0H,1985-10-27 00:00:00,$41614,26413,0.576
40,31-40,Mumbai,SUNA29,1985-02-12 00:00:00,$21225,13472,0.576
40,31-40,Mumbai,SUNA2F,1985-05-02 00:00:00,$57055,36214,0.576
40,31-40,Mumbai,SUNA4WF,1985-10-06 00:00:00,$9513,6038,0.576
40,31-40,Mumbai,SUNA6E,1985-10-03 00:00:00,$78743,49980,0.576
40,31-40,Mumbai,SUNA7Z,1985-08-03 00:00:00,$14652,9300,0.576
40,31-40,Mumbai,SUNA9BG,1985-12-24 00:00:00,$59603,37831,0.576
40,31-40,Mumbai,SUNA9F,1985-06-20 00:00:00,$154393,97996,0.576
40,31-40,Mumbai,SUNAB6T,1985-10-28 00:00:00,$151212,95977,0.576
40,31-40,Mumbai,SUNAEX9,1985-01-19 00:00:00,$39733,25219,0.576
40,31-40,Mumbai,SUNAJWP,1985-08-26 00:00:00,$38727,24581,0.576
40,31-40,Mumbai,SUNARI6,1985-11-22 00:00:00,$31573,20040,0.576
40,31-40,Mumbai,SUNAT,1985-02-22 00:00:00,$42324,26864,0.576
40,31-40,Mumbai,SUNAUS,1985-04-03 00:00:00,$40471,25688,0.576
40,31-40,Mumbai,SUNAW8,1985-05-10 00:00:00,$43036,27316,0.576
40,31-40,Mumbai,SUNAX9T,1985-09-08 00:00:00,$38954,24725,0.576
40,31-40,Mumbai,SUNAXCT,1985-10-18 00:00:00,$14640,9292,0.576
40,31-40,Mumbai,SUNAXUJ,1985-06-26 00:00:00,$233678,148320,0.576
40,31-40,Mumbai,SUNB5T,1985-06-30 00:00:00,$22394,14214,0.576
40,31-40,Mumbai,SUNBPVQ,1985-10-08 00:00:00,$31219,19815,0.576
40,31-40,Mumbai,SUNBW26,1985-07-13 00:00:00,$13771,8741,0.576
40,31-40,Mumbai,SUNCFQD,1985-11-30 00:00:00,$62404,39609,0.576
40,31-40,Mumbai,SUNCKEE,1985-12-21 00:00:00,$10175,6458,0.576
40,31-40,Mumbai,SUNCO,1985-06-27 00:00:00,$24020,15246,0.576
40,31-40,Mumbai,SUNCPJ,1985-12-04 00:00:00,$39076,24802,0.576
40,31-40,Mumbai,SUNCRF,1985-05-02 00:00:00,$13860,8797,0.576
40,31-40,Mumbai,SUNCS8W,1985-04-06 00:00:00,$23226,14742,0.576
40,31-40,Mumbai,SUNCT7,1985-10-11 00:00:00,$21020,13342,0.576
40,31-40,Mumbai,SUNCU6,1985-07-23 00:00:00,$132771,84272,0.576
40,31-40,Mumbai,SUND3YQ,1985-01-09 00:00:00,$23226,14742,0.576
40,31-40,Mumbai,SUND637,1985-01-19 00:00:00,$156925,99603,0.576
40,31-40,Mumbai,SUNDEN,1985-08-02 00:00:00,$33705,21393,0.576
40,31-40,Mumbai,SUNDS5,1985-01-25 00:00:00,$9722,6171,0.576
40,31-40,Mumbai,SUNDT3,1985-09-18 00:00:00,$58208,36946,0.576
40,31-40,Mumbai,SUNDYK,1985-07-30 00:00:00,$9429,5985,0.576
40,31-40,Mumbai,SUNDYLL,1985-10-29 00:00:00,$14463,9180,0.576
40,31-40,Mumbai,SUNE1K2,1985-08-14 00:00:00,$63978,40608,0.576
40,31-40,Mumbai,SUNE3M,1985-07-26 00:00:00,$29837,18938,0.576
40,31-40,Mumbai,SUNE4N,1985-06-27 00:00:00,$61879,39276,0.576
40,31-40,Mumbai,SUNE796,1985-05-09 00:00:00,$41806,26535,0.576
40,31-40,Mumbai,SUNEGR,1985-05-05 00:00:00,$10175,6458,0.576
40,31-40,Mumbai,SUNEJYL,1985-07-31 00:00:00,$140473,89161,0.576
40,31-40,Mumbai,SUNEO9,1985-07-30 00:00:00,$14222,9027,0.576
40,31-40,Mumbai,SUNEOB9,1985-04-21 00:00:00,$14517,9214,0.576
40,31-40,Mumbai,SUNERX4,1985-07-03 00:00:00,$237573,150792,0.576
40,31-40,Mumbai,SUNET6I,1985-11-18 00:00:00,$14392,9135,0.576
40,31-40,Mumbai,SUNEV9L,1985-11-09 00:00:00,$80592,51153,0.576
40,31-40,Mumbai,SUNEVLZ,1985-12-11 00:00:00,$14145,8978,0.576
40,31-40,Mumbai,SUNEW6,1985-03-20 00:00:00,$40902,25961,0.576
40,31-40,Mumbai,SUNF21Y,1985-05-30 00:00:00,$22979,14585,0.576
40,31-40,Mumbai,SUNF8F,1985-05-17 00:00:00,$131373,83385,0.576
40,31-40,Mumbai,SUNF99U,1985-10-26 00:00:00,$14268,9056,0.576
40,31-40,Mumbai,SUNFF,1985-05-28 00:00:00,$24020,15246,0.576
40,31-40,Mumbai,SUNFKW,1985-05-10 00:00:00,$32599,20691,0.576
40,31-40,Mumbai,SUNFL2,1985-04-25 00:00:00,$222335,141120,0.576
40,31-40,Mumbai,SUNFLR,1985-10-28 00:00:00,$61879,39276,0.576
40,31-40,Mumbai,SUNG4B,1985-01-08 00:00:00,$83323,52887,0.576
40,31-40,Mumbai,SUNG8V,1985-09-23 00:00:00,$244171,154980,0.576
40,31-40,Mumbai,SUNG8V2,1985-06-17 00:00:00,$31047,19706,0.576
40,31-40,Mumbai,SUNGFZE,1985-05-26 00:00:00,$23028,14616,0.576
40,31-40,Mumbai,SUNGJJ9,1985-04-01 00:00:00,$22005,13967,0.576
40,31-40,Mumbai,SUNGU,1985-08-29 00:00:00,$58208,36946,0.576
40,31-40,Mumbai,SUNH8F8,1985-07-17 00:00:00,$62659,39771,0.576
40,31-40,Mumbai,SUNHH,1985-03-03 00:00:00,$32047,20341,0.576
40,31-40,Mumbai,SUNHK9W,1985-03-26 00:00:00,$39042,24781,0.576
40,31-40,Mumbai,SUNHP35,1985-07-26 00:00:00,$149332,94784,0.576
40,31-40,Mumbai,SUNHTND,1985-07-09 00:00:00,$38351,24342,0.576
40,31-40,Mumbai,SUNI0F,1985-02-10 00:00:00,$225624,143208,0.576
40,31-40,Mumbai,SUNI33,1985-03-03 00:00:00,$248141,157500,0.576
40,31-40,Mumbai,SUNIA7,1985-11-29 00:00:00,$78041,49534,0.576
40,31-40,Mumbai,SUNICI,1985-10-10 00:00:00,$32740,20781,0.576
40,31-40,Mumbai,SUNIHTY,1985-03-31 00:00:00,$21420,13596,0.576
40,31-40,Mumbai,SUNIIGD,1985-02-27 00:00:00,$55937,35504,0.576
40,31-40,Mumbai,SUNIO5,1985-07-28 00:00:00,$42680,27090,0.576
40,31-40,Mumbai,SUNISL,1985-11-23 00:00:00,$246156,156240,0.576
40,31-40,Mumbai,SUNIXM,1985-08-22 00:00:00,$246156,156240,0.576
40,31-40,Mumbai,SUNIY94,1985-10-02 00:00:00,$13620,8645,0.576
40,31-40,Mumbai,SUNJ0N1,1985-06-03 00:00:00,$85372,54187,0.576
40,31-40,Mumbai,SUNJ17K,1985-10-17 00:00:00,$34256,21743,0.576
40,31-40,Mumbai,SUNJ36K,1985-05-31 00:00:00,$9217,5850,0.576
40,31-40,Mumbai,SUNJAU,1985-12-19 00:00:00,$14517,9214,0.576
40,31-40,Mumbai,SUNJD0W,1985-11-28 00:00:00,$20608,13080,0.576
40,31-40,Mumbai,SUNJEOL,1985-11-30 00:00:00,$30784,19539,0.576
40,31-40,Mumbai,SUNJIJ,1985-02-12 00:00:00,$14945,9486,0.576
40,31-40,Mumbai,SUNJL6,1985-06-07 00:00:00,$14726,9347,0.576
40,31-40,Mumbai,SUNJM4,1985-01-25 00:00:00,$10061,6386,0.576
40,31-40,Mumbai,SUNJN7Q,1985-04-29 00:00:00,$145245,92190,0.576
40,31-40,Mumbai,SUNJOI,1985-01-06 00:00:00,$39632,25155,0.576
40,31-40,Mumbai,SUNJP5,1985-08-31 00:00:00,$13499,8568,0.576
40,31-40,Mumbai,SUNJSEX,1985-10-02 00:00:00,$33705,21393,0.576
40,31-40,Mumbai,SUNJSWY,1985-09-26 00:00:00,$81556,51765,0.576
40,31-40,Mumbai,SUNJT9,1985-02-09 00:00:00,$24616,15624,0.576
40,31-40,Mumbai,SUNJXLI,1985-04-12 00:00:00,$14268,9056,0.576
40,31-40,Mumbai,SUNK72,1985-02-22 00:00:00,$58733,37279,0.576
40,31-40,Mumbai,SUNK9F,1985-12-23 00:00:00,$23623,14994,0.576
40,31-40,Mumbai,SUNKB,1985-12-23 00:00:00,$24814,15750,0.576
40,31-40,Mumbai,SUNKJGW,1985-01-05 00:00:00,$10091,6405,0.576
40,31-40,Mumbai,SUNKNO,1985-07-06 00:00:00,$158190,100406,0.576
40,31-40,Mumbai,SUNKTUV,1985-11-20 00:00:00,$14605,9270,0.576
40,31-40,Mumbai,SUNKX,1985-02-19 00:00:00,$41258,26187,0.576
40,31-40,Mumbai,SUNL28,1985-02-22 00:00:00,$14726,9347,0.576
40,31-40,Mumbai,SUNL6T1,1985-07-14 00:00:00,$32047,20341,0.576
40,31-40,Mumbai,SUNLHU8,1985-09-20 00:00:00,$8744,5550,0.576
40,31-40,Mumbai,SUNLIU0,1985-07-24 00:00:00,$40547,25736,0.576
40,31-40,Mumbai,SUNLS4,1985-02-11 00:00:00,$155177,98494,0.576
40,31-40,Mumbai,SUNLU8G,1985-08-12 00:00:00,$58075,36861,0.576
40,31-40,Mumbai,SUNM0BI,1985-08-27 00:00:00,$83665,53104,0.576
40,31-40,Mumbai,SUNM30,1985-09-08 00:00:00,$33333,21157,0.576
40,31-40,Mumbai,SUNM53F,1985-12-20 00:00:00,$21213,13464,0.576
40,31-40,Mumbai,SUNMHFC,1985-10-17 00:00:00,$84689,53754,0.576
40,31-40,Mumbai,SUNMTZ,1985-08-24 00:00:00,$29205,18537,0.576
40,31-40,Mumbai,SUNMU1,1985-01-21 00:00:00,$15092,9579,0.576
40,31-40,Mumbai,SUNN0N,1985-10-23 00:00:00,$63677,40417,0.576
40,31-40,Mumbai,SUNNG0,1985-07-08 00:00:00,$38727,24581,0.576
40,31-40,Mumbai,SUNNGV9,1985-09-21 00:00:00,$39425,25024,0.576
40,31-40,Mumbai,SUNNJY,1985-06-16 00:00:00,$38006,24123,0.576
40,31-40,Mumbai,SUNNN2Z,1985-04-15 00:00:00,$38768,24607,0.576
40,31-40,Mumbai,SUNNNM,1985-01-12 00:00:00,$32473,20611,0.576
40,31-40,Mumbai,SUNNSN3,1985-09-25 00:00:00,$57685,36614,0.576
40,31-40,Mumbai,SUNNVI,1985-10-19 00:00:00,$14020,8899,0.576
40,31-40,Mumbai,SUNNWD,1985-09-25 00:00:00,$30388,19288,0.576
40,31-40,Mumbai,SUNNXL,1985-08-19 00:00:00,$39773,25245,0.576
40,31-40,Mumbai,SUNO052,1985-01-03 00:00:00,$41614,26413,0.576
40,31-40,Mumbai,SUNO1T,1985-12-29 00:00:00,$9642,6120,0.576
40,31-40,Mumbai,SUNOCIM,1985-06-30 00:00:00,$9883,6273,0.576
40,31-40,Mumbai,SUNOCXU,1985-08-21 00:00:00,$30257,19205,0.576
40,31-40,Mumbai,SUNOF3G,1985-03-19 00:00:00,$81958,52020,0.576
40,31-40,Mumbai,SUNOKOE,1985-09-20 00:00:00,$233678,148320,0.576
40,31-40,Mumbai,SUNOMVL,1985-11-02 00:00:00,$37661,23904,0.576
40,31-40,Mumbai,SUNOUI,1985-04-07 00:00:00,$85071,53996,0.576
40,31-40,Mumbai,SUNP0D,1985-06-02 00:00:00,$24219,15372,0.576
40,31-40,Mumbai,SUNP1GX,1985-06-09 00:00:00,$43747,27767,0.576
40,31-40,Mumbai,SUNP2CC,1985-11-06 00:00:00,$13138,8339,0.576
40,31-40,Mumbai,SUNP38,1985-11-07 00:00:00,$39123,24832,0.576
40,31-40,Mumbai,SUNP963,1985-07-09 00:00:00,$57564,36537,0.576
40,31-40,Mumbai,SUNP9V,1985-10-06 00:00:00,$153128,97193,0.576
40,31-40,Mumbai,SUNPAH,1985-02-01 00:00:00,$23333,14810,0.576
40,31-40,Mumbai,SUNPBI5,1985-07-22 00:00:00,$158190,100406,0.576
40,31-40,Mumbai,SUNPE0,1985-09-11 00:00:00,$41968,26638,0.576
40,31-40,Mumbai,SUNPKU,1985-09-02 00:00:00,$21742,13800,0.576
40,31-40,Mumbai,SUNPRK,1985-07-24 00:00:00,$39835,25284,0.576
40,31-40,Mumbai,SUNPST5,1985-04-20 00:00:00,$33705,21393,0.576
40,31-40,Mumbai,SUNPXPL,1985-12-24 00:00:00,$22233,14112,0.576
40,31-40,Mumbai,SUNPYI,1985-12-20 00:00:00,$33278,21122,0.576
40,31-40,Mumbai,SUNPYW7,1985-08-12 00:00:00,$9677,6142,0.576
40,31-40,Mumbai,SUNPZCD,1985-04-10 00:00:00,$21836,13860,0.576
40,31-40,Mumbai,SUNQ0K,1985-04-08 00:00:00,$32249,20469,0.576
40,31-40,Mumbai,SUNQ2D6,1985-02-14 00:00:00,$42680,27090,0.576
40,31-40,Mumbai,SUNQ60R,1985-01-05 00:00:00,$13138,8339,0.576
40,31-40,Mumbai,SUNQ84W,1985-08-22 00:00:00,$59782,37945,0.576
40,31-40,Mumbai,SUNQ97R,1985-01-08 00:00:00,$42324,26864,0.576
40,31-40,Mumbai,SUNQUF2,1985-12-20 00:00:00,$215982,137088,0.576
40,31-40,Mumbai,SUNR1L,1985-02-08 00:00:00,$21638,13734,0.576
40,31-40,Mumbai,SUNRB8,1985-10-07 00:00:00,$63978,40608,0.576
40,31-40,Mumbai,SUNRKFJ,1985-08-17 00:00:00,$221200,140400,0.576
40,31-40,Mumbai,SUNRLDW,1985-08-13 00:00:00,$143003,90767,0.576
40,31-40,Mumbai,SUNRVR,1985-11-03 00:00:00,$77003,48875,0.576
40,31-40,Mumbai,SUNS15,1985-11-28 00:00:00,$34533,21919,0.576
40,31-40,Mumbai,SUNSAJV,1985-10-09 00:00:00,$80853,51319,0.576
40,31-40,Mumbai,SUNSBX,1985-08-31 00:00:00,$9429,5985,0.576
40,31-40,Mumbai,SUNSCL,1985-11-21 00:00:00,$9847,6250,0.576
40,31-40,Mumbai,SUNSFU,1985-04-08 00:00:00,$21985,13954,0.576
40,31-40,Mumbai,SUNSFY4,1985-03-02 00:00:00,$13771,8741,0.576
40,31-40,Mumbai,SUNSQJ,1985-02-21 00:00:00,$8839,5610,0.576
40,31-40,Mumbai,SUNSXQ,1985-09-21 00:00:00,$44459,28219,0.576
40,31-40,Mumbai,SUNT1EL,1985-06-27 00:00:00,$39042,24781,0.576
40,31-40,Mumbai,SUNT2MW,1985-06-06 00:00:00,$13620,8645,0.576
40,31-40,Mumbai,SUNT4X,1985-11-06 00:00:00,$23822,15120,0.576
40,31-40,Mumbai,SUNT675,1985-03-15 00:00:00,$9059,5750,0.576
40,31-40,Mumbai,SUNT8,1985-06-12 00:00:00,$83029,52700,0.576
40,31-40,Mumbai,SUNT82H,1985-08-16 00:00:00,$230275,146160,0.576
40,31-40,Mumbai,SUNTCZ4,1985-12-29 00:00:00,$85372,54187,0.576
40,31-40,Mumbai,SUNTI,1985-12-05 00:00:00,$22035,13986,0.576
40,31-40,Mumbai,SUNTY1W,1985-05-07 00:00:00,$14824,9409,0.576
40,31-40,Mumbai,SUNU1E4,1985-02-08 00:00:00,$38412,24381,0.576
40,31-40,Mumbai,SUNU8M6,1985-06-15 00:00:00,$31978,20297,0.576
40,31-40,Mumbai,SUNUL,1985-09-20 00:00:00,$58733,37279,0.576
40,31-40,Mumbai,SUNUL5,1985-04-29 00:00:00,$56036,35567,0.576
40,31-40,Mumbai,SUNUR40,1985-07-20 00:00:00,$82963,52658,0.576
40,31-40,Mumbai,SUNUWAZ,1985-01-03 00:00:00,$13620,8645,0.576
40,31-40,Mumbai,SUNUX6G,1985-04-07 00:00:00,$30388,19288,0.576
40,31-40,Mumbai,SUNV5EZ,1985-12-22 00:00:00,$24219,15372,0.576
40,31-40,Mumbai,SUNVGKC,1985-09-29 00:00:00,$23633,15000,0.576
40,31-40,Mumbai,SUNVJV,1985-08-19 00:00:00,$58130,36896,0.576
40,31-40,Mumbai,SUNVN2,1985-02-21 00:00:00,$8665,5500,0.576
40,31-40,Mumbai,SUNVTZ5,1985-01-06 00:00:00,$234434,148800,0.576
40,31-40,Mumbai,SUNVWX9,1985-07-24 00:00:00,$32740,20781,0.576
40,31-40,Mumbai,SUNVXZ1,1985-06-05 00:00:00,$156925,99603,0.576
40,31-40,Mumbai,SUNW7GR,1985-01-05 00:00:00,$23822,15120,0.576
40,31-40,Mumbai,SUNW80M,1985-08-31 00:00:00,$43036,27316,0.576
40,31-40,Mumbai,SUNW9M,1985-10-13 00:00:00,$226305,143640,0.576
40,31-40,Mumbai,SUNWH7W,1985-04-13 00:00:00,$41461,26316,0.576
40,31-40,Mumbai,SUNWKCU,1985-12-16 00:00:00,$38029,24138,0.576
40,31-40,Mumbai,SUNWMU7,1985-03-19 00:00:00,$22199,14090,0.576
40,31-40,Mumbai,SUNWSHD,1985-08-16 00:00:00,$12998,8250,0.576
40,31-40,Mumbai,SUNX,1985-04-22 00:00:00,$9737,6180,0.576
40,31-40,Mumbai,SUNX8YC,1985-09-26 00:00:00,$14584,9257,0.576
40,31-40,Mumbai,SUNXFPM,1985-10-06 00:00:00,$23333,14810,0.576
40,31-40,Mumbai,SUNXGQE,1985-09-21 00:00:00,$84689,53754,0.576
40,31-40,Mumbai,SUNXNM,1985-05-01 00:00:00,$153128,97193,0.576
40,31-40,Mumbai,SUNXZM,1985-07-09 00:00:00,$23028,14616,0.576
40,31-40,Mumbai,SUNY,1985-05-13 00:00:00,$23425,14868,0.576
40,31-40,Mumbai,SUNY3VX,1985-06-30 00:00:00,$14945,9486,0.576
40,31-40,Mumbai,SUNY64,1985-07-13 00:00:00,$30388,19288,0.576
40,31-40,Mumbai,SUNY9U,1985-12-17 00:00:00,$9160,5814,0.576
40,31-40,Mumbai,SUNYAGY,1985-01-07 00:00:00,$15013,9529,0.576
40,31-40,Mumbai,SUNYHX,1985-04-29 00:00:00,$28679,18203,0.576
40,31-40,Mumbai,SUNYILZ,1985-10-24 00:00:00,$78743,49980,0.576
40,31-40,Mumbai,SUNYP0,1985-06-05 00:00:00,$9844,6248,0.576
40,31-40,Mumbai,SUNZ1FU,1985-02-24 00:00:00,$218364,138600,0.576
40,31-40,Mumbai,SUNZ2KV,1985-04-08 00:00:00,$85372,54187,0.576
40,31-40,Mumbai,SUNZ57,1985-01-09 00:00:00,$9160,5814,0.576
40,31-40,Mumbai,SUNZ7O4,1985-09-28 00:00:00,$39835,25284,0.576
40,31-40,Mumbai,SUNZ7P,1985-06-30 00:00:00,$23719,15055,0.576
41,41-50,Chennai,SUN00NW,1984-11-16 00:00:00,$13939,8775,0.589
41,41-50,Chennai,SUN0GQZ,1984-10-06 00:00:00,$24218,15246,0.589
41,41-50,Chennai,SUN18D5,1984-09-28 00:00:00,$83647,52658,0.589
41,41-50,Chennai,SUN1DBD,1984-05-21 00:00:00,$23218,14616,0.589
41,41-50,Chennai,SUN26G1,1984-05-19 00:00:00,$14654,9225,0.589
41,41-50,Chennai,SUN26H,1984-07-11 00:00:00,$31197,19639,0.589
41,41-50,Chennai,SUN2C3,1984-08-31 00:00:00,$22017,13860,0.589
41,41-50,Chennai,SUN2G87,1984-02-15 00:00:00,$15339,9656,0.589
41,41-50,Chennai,SUN3B5,1984-11-03 00:00:00,$41957,26413,0.589
41,41-50,Chennai,SUN3CF4,1984-11-26 00:00:00,$23618,14868,0.589
41,41-50,Chennai,SUN464W,1984-08-28 00:00:00,$21194,13342,0.589
41,41-50,Chennai,SUN47F,1984-12-28 00:00:00,$32895,20708,0.589
41,41-50,Chennai,SUN4NGU,1984-05-10 00:00:00,$57053,35916,0.589
41,41-50,Chennai,SUN551,1984-09-16 00:00:00,$14385,9056,0.589
41,41-50,Chennai,SUN57K8,1984-12-09 00:00:00,$13853,8721,0.589
41,41-50,Chennai,SUN59,1984-11-22 00:00:00,$10008,6300,0.589
41,41-50,Chennai,SUN5QS,1984-04-30 00:00:00,$29764,18737,0.589
41,41-50,Chennai,SUN5VQ,1984-06-20 00:00:00,$80810,50872,0.589
41,41-50,Chennai,SUN5ZU,1984-01-30 00:00:00,$80567,50719,0.589
41,41-50,Chennai,SUN69Q,1984-09-20 00:00:00,$40060,25219,0.589
41,41-50,Chennai,SUN6HT4,1984-11-03 00:00:00,$13760,8662,0.589
41,41-50,Chennai,SUN6MI9,1984-04-21 00:00:00,$82052,51654,0.589
41,41-50,Chennai,SUN6ON,1984-05-19 00:00:00,$61334,38611,0.589
41,41-50,Chennai,SUN6QP,1984-08-18 00:00:00,$59747,37612,0.589
41,41-50,Chennai,SUN6YX,1984-12-31 00:00:00,$15137,9529,0.589
41,41-50,Chennai,SUN7CLZ,1984-08-13 00:00:00,$22382,14090,0.589
41,41-50,Chennai,SUN7G6A,1984-05-29 00:00:00,$21816,13734,0.589
41,41-50,Chennai,SUN7NK4,1984-01-31 00:00:00,$41598,26187,0.589
41,41-50,Chennai,SUN7U2Y,1984-02-07 00:00:00,$8992,5661,0.589
